"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"260","@BriLamberson Happy you are here!",0,FALSE,FALSE,"832348870441066496","BriLamberson","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017","832266534571634688","373351697","en",25,FALSE,"Self-publishing in Puerto Rico","553882656","Autopublicación para autores independientes: edición de textos, registros, publicación y mercadotecnia. Alcanza tu sueño. Publica tu libro. #escueladeautores",FALSE,"Sat Apr 14 20:06:58 +0000 2012",4271,303,884,FALSE,"http://www.editorialnarra.com/speaker.html","Editorial Narra","Atlantic Time (Canada)","en",-14400,142,"editorialnarra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","������������ https://t.co/QiY8b0Yoes",0,FALSE,FALSE,"832348870428459010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"und",0,FALSE,NA,"780834424615165954","antalya state opera and ballet / ������❤",FALSE,"Tue Sep 27 18:20:08 +0000 2016",581,59,171,FALSE,NA,"Zeynep Turan",NA,"tr",NA,98,"zeynepturan1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","https://t.co/E5tqeSjguL",0,FALSE,FALSE,"832348870449434628",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"und",2,FALSE,"dtx","760886986970279936","already dead / ashlyn",TRUE,"Wed Aug 03 17:16:09 +0000 2016",2635,241,2384,FALSE,"http://www.sleepybaby666.tumblr.com","Gabriela ������♐",NA,"en",NA,357,"sleepybaby666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","RT @nochill_e: ""I'm going gay bc girls won't hurt me"" https://t.co/KiS5yIU9qS",123,FALSE,FALSE,"832348870415937536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"en",3,FALSE,"TX","542905527",NA,TRUE,"Sun Apr 01 20:16:57 +0000 2012",15284,436,2213,FALSE,NA,"dad mal",NA,"en",NA,156,"Malori_Adams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Este bebé tan mono ahora arrasa en los escenarios de todo el mundo, ¿sabes quién es? https://t.co/4zal5ihXXp vía… https://t.co/a7OGV1oaXr",0,FALSE,TRUE,"832348870411698179",NA,"<a href=""http://dogtrack.es"" rel=""nofollow"">DogTrack_Oficial</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"es",605,TRUE,NA,"237237794","Toda la información y programación oficial de Neox. Síguenos también en Facebook: https://www.facebook.com/neox/",FALSE,"Wed Jan 12 11:45:22 +0000 2011",9317,212110,260,FALSE,"http://neox.atresmedia.com","Neox","Amsterdam","es",3600,267,"TDTNeox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/arsenalfantv/status/832005030374940672","https://t.co/4zal5ihXXp"
"265","When your #passionplanner is there for you after a long day... https://t.co/zSfYJpCiUO",0,FALSE,FALSE,"832348870411698176",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"en",188,FALSE,"San Diego, CA","2272500420","We believe that no matter where you are, you have the power to create the life you've always wanted. #PassionPlanner #GetOneGiveOne #bethechange",FALSE,"Thu Jan 02 04:55:31 +0000 2014",6186,18206,9434,FALSE,"http://bit.ly/2aqTkqH","Passion Planner",NA,"en",NA,118,"passion_planner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Calvin Klein Women's Floral Lace A-Line Skirt https://t.co/vVKnDk3NV3 https://t.co/HJ3o5XohFj",0,FALSE,FALSE,"832348870445199361",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017",NA,NA,"en",3,FALSE,"Estados Unidos","803255622430920704","Women's Clothing. Selected Items. Best Deals of the Day. Free Shipping.

http://2day.cheap/WomensClothing",FALSE,"Mon Nov 28 15:13:58 +0000 2016",31022,62,8,FALSE,"http://2day.cheap/WomensClothing","Women Clothing FREE","Pacific Time (US & Canada)","en",-28800,52,"WomenClothingF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://kaparadio.com","https://t.co/vVKnDk3NV3"
"267","@DublinHour @BrunoMars @3arenadublin have I have 150 of @TicketmasterIre to spend",0,FALSE,FALSE,"832348870424268804","DublinHour","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:09 +0000 2017","832347830908026880","2432288683","en",26,FALSE,NA,"128198964","Gig junkie music is my life, #3arena is my local, sports fan love all Soccer , my passion is enjoying life making new friends",TRUE,"Wed Mar 31 11:59:28 +0000 2010",14954,1122,16176,FALSE,NA,"Gerry Dwane",NA,"en",NA,2745,"GerryD24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","I love you for more reasons than I could ever explain.

JaDineFor MYXAwards
#KCAPinoyStar #NadineLustre",0,FALSE,FALSE,"832353366739030016",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",0,FALSE,NA,"828983761949700096",NA,FALSE,"Tue Feb 07 15:08:25 +0000 2017",4423,23,13,FALSE,NA,"Banana Banana","Singapore","en",28800,46,"bananabananaloc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","दर्द की भी अपनी एक अदा है ...
ये तो सहने वालों पर ही फ़िदा है !!!",0,FALSE,FALSE,"832353366730641408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"hi",4,FALSE,"SUN","761192593",NA,TRUE,"Thu Aug 16 09:10:58 +0000 2012",4401,1950,99829,FALSE,"http://newsunrabin.blogspot.com","Rabin","Kathmandu","en",20700,328,"Rbnkoirala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","RT @winwinscj: [신천지, 한기총 교리비교] 계 16장의 '강의 물 근원이 피가됨'의 참 의미는? 
https://t.co/RfxmQ4chgZ",31,FALSE,FALSE,"832353366726500352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ko",1,FALSE,NA,"811946543007662080",NA,FALSE,"Thu Dec 22 14:48:35 +0000 2016",17462,787,5,FALSE,NA,"해결사",NA,"ko",NA,1725,"uwJuFw0Kxlqu00c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://matome.naver.jp/odai/2142467401228299101","https://t.co/RfxmQ4chgZ"
"271","@kitsukawamanami 橘川まなみ@2017/5/20ワンマン！さん、ブログ更新情報ありがとうございま～す。",0,FALSE,FALSE,"832353366730629120","kitsukawamanami","<a href=""http://twitter.com/zhaodaole"" rel=""nofollow"">找到了</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017","832353215073054721","4767653029","ja",18,FALSE,"横浜市","105430474",NA,TRUE,"Sat Jan 16 09:40:37 +0000 2010",686895,1754,15,FALSE,NA,"找到了☆","Tokyo","ja",32400,1122,"zhaodaole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","pero coño",0,FALSE,FALSE,"832353366713962496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",2,FALSE,NA,"2970119116",NA,FALSE,"Fri Jan 09 17:32:41 +0000 2015",10311,34,1593,FALSE,NA,"José","London","es",0,173,"jochineche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","RT @nocoamim: 今めちゃくちゃくだらない事検索してたらこのサイトが一番上に来て興味本位でクリックしたらすごかったのでゲキアツリスペクト
羽風薫を愛している - kaduki’s diary https://t.co/j8u0qu5OeF",372,FALSE,FALSE,"832353366713839618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ja",8,FALSE,"ツイッターランド王国","714857921905995778","聖人済み　ツイッターランドのホームレス中学生",FALSE,"Tue Mar 29 16:53:04 +0000 2016",12112,192,12277,FALSE,"http://twpf.jp/0o_buku","あわぽんたん",NA,"ja",NA,195,"0o_buku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://savingzev.feedsance.us/client/eVVWe/dG5NQ/b2kOJ/mypPp","https://t.co/j8u0qu5OeF"
"274","RT @lorrainette: Hommage aux 14 militaires de la @Gendarmerie tués en service en 2016. #UneForceHumaine ������������ #Montpellier @saurel2014… ",10,FALSE,FALSE,"832353366722306048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"fr",183,FALSE,NA,"2626852162","Adjointe au Maire déléguée à la culture et au quartier Hopitaux-Facultés, conseillère Montpellier Méditerranée Métropole
#citoyensdumidi",TRUE,"Fri Jun 20 22:18:56 +0000 2014",6397,872,604,FALSE,NA,"Sonia Kerangueven",NA,"fr",NA,301,"Skerangueven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://savingzev.feedsal.us/client/eVVWe/bqYL0/e31Or/g2MNr",""
"275","La #diseñadora #uruguaya #Gabriela Hearst debutó en la Semana de la Moda de Nueva York   https://t.co/gtXfRKSf07",0,FALSE,FALSE,"832353366726557697",NA,"<a href=""http://geopoliting.com"" rel=""nofollow"">geopoliting</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",1261,FALSE,"Colombia","328686317","Sacamos la paja y dejamos la información",FALSE,"Sun Jul 03 21:00:37 +0000 2011",808718,2396,74,FALSE,"http://geopoliting.com","geopoliting","Central Time (US & Canada)","es",-21600,835,"geopoliting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://curiouscat.me/brunassa/post/104209633?t=1487190526","https://t.co/gtXfRKSf07"
"276","RT @zayelashes: @zaynmalik when was the last time you painted anything? I miss seeing your art show us your last work������ https://t.co/o0cH57E…",24,FALSE,FALSE,"832353366709772292",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",0,FALSE,"Rio de Janeiro, Brazil ","2823071464","Directioner♡Belieber♡Zquad♡Christian Beadles♡Violetta♡Larry Stylinson♡kpop @Harry_Styles @Louis_Tomlinson",TRUE,"Sat Oct 11 15:54:05 +0000 2014",2217,550,3861,FALSE,"http://socialspirit.com","Luiza Stylinson",NA,"pt",NA,1417,"BerrielCosta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","RT @2zithromax: نيك طيز الأم الكبير
������
https://t.co/21MA8B9K7K  

جوال
https://t.co/MKzlj4IAfD  

#سكس
https://t.co/jRksPCyLkT

https://t.co…",84,FALSE,FALSE,"832353366730801153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ar",1,FALSE,"Ankara, Türkiye","732169643167760386","ANKARA  ..yaş 32 boy 1.78 ESMER fantazi arayanlar mesaj at dönüş yaparım canımmmm",FALSE,"Mon May 16 11:23:40 +0000 2016",1662,65,231,FALSE,NA,"kaan karınca",NA,"tr",NA,440,"KaanNca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://flashback.magicfm.de","https://t.co/21MA8B9K7K"
"278","RT @planetepics: Solar-Powered Pipe Desalinates Saltwater Into 1.5 Billion Gallons of Clean Drinking Water https://t.co/fplVpLBZxh",344,FALSE,FALSE,"832353366718177280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",0,FALSE,NA,"757173618614960128",NA,FALSE,"Sun Jul 24 11:20:33 +0000 2016",12,0,3,FALSE,NA,"Aldo Gatto",NA,"es",NA,30,"gatto2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bit.ly/2kORRh2","https://t.co/fplVpLBZxh"
"279","RT @Sharp_tK: I need to find this barber. https://t.co/JgrZMK9DcO",175,FALSE,FALSE,"832353366722351104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",0,FALSE,"The Mit","705875387495022592","| Hockey | #9 | Madysen❤|",FALSE,"Fri Mar 04 21:59:41 +0000 2016",1255,295,707,FALSE,NA,"DRAyKE","Pacific Time (US & Canada)","en",-28800,190,"draykespears",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","RT @mickjenkins: vinyl me please... we comin for that bread",10,FALSE,FALSE,"832353366730801152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",48,FALSE,"Indiana, USA","1419330978","Video Games, Sports, Dragon Ball fanatic,Hip Hop, Fin ❤️ Education Major 2018 ������#BuddenHive #ColeHive #LupeHive #KendrickHive #EarlHive #HovHive",TRUE,"Sat May 11 00:02:14 +0000 2013",105010,1304,23246,FALSE,"https://soundcloud.com/heopularobodiesodcast","#PopularNobodies","Pacific Time (US & Canada)","en",-28800,908,"GroovyBenji_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","RT @thundxx: 그거 알음??지들이 낸 돈으로 생리대 자판기 만든다고 빼액거리는 한양대생들 한양여대 학우들이 돈내고 타고 다니는 한양여대 셔틀 맘대로 이용함 ㅎㅎ",5324,FALSE,FALSE,"832353366726549508",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ko",1,FALSE,"침대와 함께","1171824032","2n살 / 중부권 코스어 / 사진샤 / 사이퍼즈 / 파이널 판타지14 / 오버워치 / 일상트 위주",FALSE,"Tue Feb 12 12:27:46 +0000 2013",18835,91,1123,FALSE,NA,"자고싶은 린님","Seoul","ko",32400,167,"Fungi_green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","@noppy_piyo @_TE_AR_ たのしみしてる！",0,FALSE,FALSE,"832353366743277569","noppy_piyo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017","832250916610809856","4180322174","ja",2,FALSE,NA,"826422246793109505","てぃあ。【@_TE_AR_】のりぷへん。 |",FALSE,"Tue Jan 31 13:29:52 +0000 2017",328,35,491,FALSE,NA,"りぷてぃぁ。",NA,"ja",NA,36,"Tear_reply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","ロンブー淳、信玄の隠し湯めぐる https://t.co/q8Qa7Xgd4h",0,FALSE,FALSE,"832353366739128320",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ja",0,FALSE,"山梨県甲府市","3056076024","山梨県民のk_akaikeです。山梨の情報を全国にお伝えします。みなさんも山梨に遊びに来て下さい。富士山と一緒にお待ちしています。",FALSE,"Mon Mar 02 12:32:11 +0000 2015",13691,2693,0,FALSE,"http://e-s-earth.main.jp/k-diary/","甲州日記","Pacific Time (US & Canada)","ja",-28800,2215,"k_akaike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://curiouscat.me/EsthrCupertino/post/104814533?t=1487283482","https://t.co/q8Qa7Xgd4h"
"284","@MissLucy_Goose thank you for your advice ������",0,FALSE,FALSE,"832353366722371585","MissLucy_Goose","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017","832352801170849797","1161955999","en",52,FALSE,"USA","3730657995","18+ NSFW || MFC camgirl (currently unable to cam) // ♈ #redhead #stoner #switch #natural ⚥// DM'S are for BUSINESS ONLY || Google Wallet: juliaminxx@gmail.com������",FALSE,"Mon Sep 21 18:16:10 +0000 2015",11694,3471,7852,FALSE,"http://MFC.im/lunaonyxx","Luna Onyxx ✨","Pacific Time (US & Canada)","en",-28800,924,"LunaOnyxx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","الدعاء لمن لبس ثوباً جديداً:إلبِسْ جَدِيداً وعِشْ حميداً ومُتْ شهيداً https://t.co/FUyzWdJwuE",0,FALSE,FALSE,"832353366705655808",NA,"<a href=""http://du3a.org"" rel=""nofollow"">تطبيق دعـــــــــــاء</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ar",2,FALSE,NA,"700919814169219072",NA,FALSE,"Sat Feb 20 05:48:00 +0000 2016",6729,46,956,FALSE,NA,"لولا محمد",NA,"ar",NA,97,"lolamohmmad1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://soundcloud.com/1mementomori/one-night-in-hampi-alien-records-freedownload?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter","https://t.co/FUyzWdJwuE"
"286","RT @EsEjercicio: NO solo para dientes, cuando sepas porque ella la unto, de sus muslos hasta los pies, la usaras… ",14,FALSE,FALSE,"832353366739136512",NA,"<a href=""https://twitter.com/"" rel=""nofollow"">Dragon100k app 1</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",96,FALSE,NA,"627350549","El exito en la vida no se mide por lo que logras, sino por los obstaculos que SUPERAS, Instagram: @frasetiernaes",FALSE,"Thu Jul 05 12:38:47 +0000 2012",2415,116387,2267,FALSE,"http://instagram.com/frasetiernaes/","Frases Motivadoras","Caracas","es",-14400,84975,"Tu_fraseideal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://cnn.it/2lTuhkg",""
"287","#психология #отношения #подруги  https://t.co/7B4i2auXeI",0,FALSE,FALSE,"832353366705577984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"und",1,FALSE,"Омск","826630427574165504",NA,FALSE,"Wed Feb 01 03:17:06 +0000 2017",263,164,0,FALSE,NA,"Валентина Лебедева",NA,"ru",NA,209,"koekhousro91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/permalink.php?story_fbid=370150940030578&id=100011070254271","https://t.co/7B4i2auXeI"
"288","RT @luanlovato: se quer ser nicole bahls então vai estudar™ https://t.co/6KwJBxMRSn",1055,FALSE,FALSE,"832353366722433026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"pt",2,FALSE,NA,"3100366484","������ É possível shippar sem odiar ninguém ������",FALSE,"Fri Mar 20 23:56:07 +0000 2015",12671,946,3060,FALSE,"https://socialspirit.com.br/fanfics/historia/fanfiction-one-direction-rock-me-3641094","anne","Pacific Time (US & Canada)","pt",-28800,1974,"louisnosense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","why do yall insist on NOT thinking things through before you tweet them out???",0,FALSE,FALSE,"832353366722408448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",3,FALSE,NA,"438197666","������������",TRUE,"Fri Dec 16 09:10:06 +0000 2011",33053,215,3495,FALSE,NA,"Whitty Huton","Central Time (US & Canada)","en",-21600,152,"AuthenticBlkGrl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","RT @BarbaraRaval: Arriva la legge liberticida solo per il #web . Una scelta dettata dalla paura.Ignoranti, l'art.265 vale sl in tempo… ",14,FALSE,FALSE,"832353366722347010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"it",250,FALSE,NA,"2296153657","Stanco, esperto di nulla, particolarmente critico.",TRUE,"Fri Jan 17 13:50:25 +0000 2014",111279,11590,15345,FALSE,NA,"Carlo Alterego","Rome","it",3600,8134,"CarloAlterego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.etsy.com/listing/491673670/famous-on-instagram-graphic-t-shirt",""
"291","álcool https://t.co/BcUWWfVwmG",0,FALSE,FALSE,"832353366714044416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",4,FALSE,"ZO ","2267731563","permita-se amar ������ (snap:ferrermaria) forfun❤️",TRUE,"Tue Jan 07 22:25:58 +0000 2014",27596,505,9250,FALSE,"https://www.instagram.com/ferrerbs_/","aquariana","Brasilia","pt",-7200,1867,"ferrerbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/justiciasanidad/status/832347299456098305","https://t.co/BcUWWfVwmG"
"292","RT @_sewa: ������������������������ https://t.co/3uQ66wHAAo",1,FALSE,FALSE,"832353366734954499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"und",22,FALSE,NA,"3251591061","pure soul... If I play with your feelings.. you probably deserve it ������",FALSE,"Wed May 13 14:01:39 +0000 2015",42410,7244,4797,FALSE,NA,"Gogo ������",NA,"en",NA,2678,"BROWNIE__XX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://du3a.org","https://t.co/3uQ66wHAAo"
"293","Want Peace Because",0,FALSE,FALSE,"832353366726565897",NA,"<a href=""http://www.twitter.com/revan_ebooks"" rel=""nofollow"">revan_ebooks</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",7,FALSE,"New York, USA","715642146909454337","i am revan but stronger",FALSE,"Thu Mar 31 20:49:18 +0000 2016",32194,39,20,FALSE,"https://www.twitter.com/revanxalorius","revan_ebooks",NA,"en",NA,10,"revan_ebooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","RT @bucki24172365: #사설토토사이트추천
#사설토토사이트추천

������������

안-전-사-설-토-토-사-이-트-추-천

접속▶https://t.co/m9vVN15yje

비교불허! 안전메이저 사이트

������������

GDUK https://t.co/jGf…",604,FALSE,FALSE,"832353366722408451",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"ko",0,FALSE,NA,"831136191957176323",NA,FALSE,"Mon Feb 13 13:41:24 +0000 2017",28,20,29,FALSE,NA,"bucki",NA,"ko",NA,23,"bucki52819603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/NendoVsFunko","https://t.co/m9vVN15yje"
"295","RT @bestofdansilver: I'm an 'older' millennial so I can remember saying out loud 'Al Gore or George Bush what's the difference' then I reme…",1760,FALSE,FALSE,"832353366730760192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",167,FALSE,"Ontario, Canada","52910879","@U2Gigs' Matkin, reader, fan of U2, Formula One, enjoyer of anime. Atheist. Left-wing. Dream up the world you want to live in.",FALSE,"Thu Jul 02 00:40:45 +0000 2009",96698,568,13854,FALSE,"http://everybrokenwave.wordpress.com/","Matthew (Matkin)","Quito","en",-18000,1125,"EveryBrokenWave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Drink every time man says blud, fam. ������✊������������ https://t.co/vEuQyIJPKh",0,FALSE,FALSE,"832353366709788673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"en",11,FALSE,"Cwm Rhondda","288865024","Retired barman. Tourist. @fawales enthusiast.",TRUE,"Wed Apr 27 15:57:38 +0000 2011",15528,278,6532,FALSE,NA,"RR","Casablanca","en",0,246,"Che__Boludo_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/shiawasemotomu/status/832063862924939264","https://t.co/vEuQyIJPKh"
"297","RT @figueiredo_lcs: sobrancelha feita é outra coisa nmrl...",11,FALSE,FALSE,"832353366726569984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"pt",0,FALSE,NA,"3406392028","Cultive amor próprio! Faz muito bem! ������",FALSE,"Thu Aug 06 23:39:15 +0000 2015",14749,804,2287,FALSE,NA,"Adryelle",NA,"pt",NA,475,"adryellecunh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","#deportes EUROPA LEAGUE, resultados completos de hoy:",0,FALSE,FALSE,"832353366714023936",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",0,FALSE,NA,"714283665585405952","¡¡COMPARTAMOS DE TODO UN POCO!!
    Noticias-deportes-cultura-religioso",FALSE,"Mon Mar 28 02:51:11 +0000 2016",1263,59,10,FALSE,NA,"Julio Muñoz Cuellar","Pacific Time (US & Canada)","es",-28800,139,"NotasSublimesJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","RT @laura_joya: El cacao que tengo no es normal",4,FALSE,FALSE,"832353366714023938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017",NA,NA,"es",0,FALSE,"Granada","893497807",NA,TRUE,"Sat Oct 20 15:43:56 +0000 2012",6487,429,2742,FALSE,NA,"Rosa martin",NA,"es",NA,366,"Rosita_mg88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","@sebbieboy71 @gastro_landeros @ZuckysAromatica todas las galletas son buenas, depende de los gustos, ojalá te gusten las mías (y malteadas)",0,FALSE,FALSE,"832353366734811136","sebbieboy71","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:18:01 +0000 2017","832330190911107074","213835535","es",124,FALSE,"Cuauhtémoc, Distrito Federal","822232477","Felicidad para comer o sorber. Ahora en PATIO SANTA FE // Río Ebro 88, CUAUHTÉMOC ☎️ 6268 4570 // ROMA Tonalá 91 ☎️ 4398 4366",FALSE,"Thu Sep 13 21:42:49 +0000 2012",3559,10575,657,FALSE,"http://www.chompchompmx.com/","Chomp Chomp","Central Time (US & Canada)","es",-21600,5577,"ChompChompmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
